Period,CPI,CCI,Unemployment,GDP,Competitive,Sales,Media Transformed,spline0,spline15,spline30,spline45,spline60,spline75,spline90,spline105,spline120,spline135
2020-06-01,123.07629258411242,138.40299194453988,75.80477469239395,95.84092144099633,156.62374799684784,239.98433270017415,2.3127382411376942e-05,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,115.89354433172102,131.2606987424803,86.0058380944475,95.86511599980054,159.29214446836343,229.61866192640176,0.0013217604949641462,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,116.56711050288469,118.62259603639981,76.36612336721306,101.63838660090309,157.78511183635908,231.62579563236042,0.00038616471069289054,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,129.17879001798013,117.13765179340459,69.81537364986195,112.5943707130021,158.44724349365154,260.45067407064715,3.975513113030428e-06,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,132.71788128381263,116.61276082269906,76.2225818323733,109.61810693988892,163.75750612383706,269.04919309173135,0.045362336702992626,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,129.21550713628528,115.82845463356593,73.73853837637691,110.69721365463954,162.20337452168553,289.8967390136956,0.5759776913979511,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,131.58974375623725,115.13617831509113,76.73128270963467,123.74165793829792,161.7960309638189,267.5395363506612,0.02223956615278863,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,131.67276269449795,114.4606702912609,69.8992233406534,117.37360599905278,160.89482372224117,266.07599453270325,0.11934338145901455,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,126.72041031448427,119.25958094324494,64.059109923438,120.01406922210961,158.18644369601913,251.76829342087692,0.007374177413783436,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,135.10642665642902,123.40412045659488,56.20309380241,122.37852758464138,160.85206178707696,278.71627196893144,0.1407355174370565,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,151.16595119596255,131.90212569139663,57.64310674307599,115.81865295954103,154.6407769298697,356.4575148885694,0.9996520491116293,31.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,146.5921778653836,134.89372057617692,45.69291645637101,111.92959648746472,141.78070165043923,293.390229012059,0.0003705617689780366,32.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,140.80015811562652,133.13259426769662,41.502357103072,109.76320158645689,141.5702654972329,281.8271769899595,0.004794215072450729,33.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,135.35326015773748,136.5294700601862,57.148655147695166,105.2525398698008,142.25030632448707,274.6548463203716,0.096359242548268,34.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-07,135.51806968524727,142.0168696942385,62.068418898692116,106.01738719049958,139.75629838745385,282.0395737942457,0.2800150799976698,35.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,137.10735399783147,142.59571564304454,61.25556426703254,106.47093997480823,135.0658865214321,270.27555766077563,1.0508380010687514e-06,36.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,134.94308972071357,144.75383331683764,59.81239931048789,113.8147907155876,142.3119280013496,293.73286140106705,0.555697099107616,37.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,129.9907873119774,143.8954158432481,56.38194646761082,114.4419255818462,135.57335745715696,272.2248068731918,0.2645071078071228,38.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,129.93145934012037,144.8529958722349,58.09293005813673,109.67564195045938,129.35396664042253,294.5785529465834,0.7772118641530756,39.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,132.49805200909518,152.9022256442257,52.14766885857213,109.2024457840512,131.73616534989714,264.3333752835736,0.07282375515057402,40.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,130.75856135784346,154.385534603215,39.53187688872241,111.52031449326425,127.76373718328375,268.64897821460727,0.22480260284900405,41.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,138.56616783627535,154.92369689813285,35.29885250334348,107.56844907909294,125.57188661810778,277.9181464083253,0.020960159759506637,42.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,133.17575857762242,155.26832607421767,34.088860669250565,100.89515741417644,136.30110144169635,269.3562503028312,3.897597430290731e-05,43.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,134.07833935818354,156.22982906548395,31.274828442392533,105.74310613521929,136.58786383043633,275.2800275490876,0.048846105756367525,44.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,130.52351917798123,153.07756185217875,25.5673510708654,108.66806203361007,140.3350441032151,266.60481931040965,0.002184392719460798,45.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,124.86625527273519,156.4907935096968,13.882780555382027,102.04236731762852,145.36266761810685,251.61997117004927,0.0028412025334765643,46.0,31.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,126.52825199665558,159.3640694531617,12.884466859017309,104.677284963604,147.08610462867625,264.1821257501047,0.2103477645336493,47.0,32.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,122.55853437402799,156.28639097108615,12.625494511055322,103.35306433874977,150.99222866612644,247.66330041867698,0.029264183004607227,48.0,33.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,120.8758683820267,156.13009643416493,12.81465007494829,102.28572300953644,143.66770194922478,244.15970923621745,0.0002520918552370909,49.0,34.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,125.51812226173878,159.53406232420173,13.16514672553265,92.88823580205437,142.31379699824876,297.18415548074654,0.9045190640593247,50.0,35.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,121.61742693012991,162.8814110036959,19.055445561719097,89.29630762358721,139.9624123093384,267.1141646497639,0.45325581849215835,51.0,36.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,133.61002136436412,163.09457782942422,14.695660859020265,86.18752807450618,145.9570541083568,313.4765961769056,0.8494291912254293,52.0,37.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,134.33993533685035,154.9800263913067,15.508597464827261,80.4543560771726,136.82133751086556,294.2455551669779,0.4362395517743629,53.0,38.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,132.85132675898134,154.41135799955686,10.898321870645617,87.72399181264754,145.06767067147518,269.1119782344477,0.0030276760802488635,54.0,39.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,136.94702449675762,151.90950688729413,19.074381150612552,92.5290123080665,142.98853546231996,283.1065428594372,0.0752244713687829,55.0,40.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,132.30038214078058,151.8868030487821,15.290102066084515,95.30482719587488,143.7008810806372,266.31089946258845,0.006444606220978054,56.0,41.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,134.77426191868648,152.46190061920765,12.256207294583817,93.52969453585918,147.51459083588807,320.7560871250414,0.9908875684846606,57.0,42.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,132.86407705615122,151.14671063731592,5.934940790657819,91.82134953840223,151.105956197961,276.6669822807296,0.1810770681759628,58.0,43.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,137.0990482590272,153.9067552928821,9.460925504453328,87.53004173602545,161.3812005685323,276.09275708132725,0.055206870510038523,59.0,44.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,135.79785600023982,156.38179776135263,12.276490213271899,81.02226056503252,159.44357000789688,302.4551353399568,0.6198948936511489,60.0,45.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,139.70403030692583,152.27973473261903,13.965012076658013,84.13912705380811,152.06560374986128,296.1353808067938,0.3690851188455349,61.0,46.0,31.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,141.65072701789802,145.1265135940791,13.800677937640273,90.95745945373086,145.80059738766627,291.52368772561545,0.162362947136454,62.0,47.0,32.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,140.28890296432454,146.52578806371667,0.9734177029229585,93.80786615484107,135.4077901305248,289.0343625032813,0.18314789517213084,63.0,48.0,33.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,138.99941663084482,152.3483955136893,-0.663325658157774,93.72414794972616,139.22345271183897,318.6962596236368,0.8237522765158536,64.0,49.0,34.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,152.7814703074289,146.33205623002328,-2.7188694989916655,88.57527766734171,140.24812248129024,315.77029251201134,0.23756101466395058,65.0,50.0,35.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,151.90859442146575,137.63379069088325,-4.365040346718473,89.10225732265201,144.7581234097326,302.14681655733375,0.05216389209925249,66.0,51.0,36.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,159.0072341781139,133.90195580171013,-11.7142357785349,82.90097296318926,151.2145814713912,319.4331551175662,0.009505445262709208,67.0,52.0,37.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,157.3418620447041,132.41887671388955,-19.904686565694263,81.0270399668242,147.5691881801967,366.2892511706762,0.9966017193094809,68.0,53.0,38.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,161.1536618334126,135.501885897701,-24.95989482807613,80.59009583640703,152.94705145121765,374.4622354769292,0.997723614109052,69.0,54.0,39.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,172.7168967971743,143.6088316782125,-18.346945636962417,77.57622005277194,157.4929639461754,352.38529086722366,0.04478445376323329,70.0,55.0,40.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,169.72980618102306,145.01495642372817,-19.365849406250433,84.93565063386436,157.17620712228387,374.1494384043969,0.5948784983899266,71.0,56.0,41.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,176.31612261143297,148.65562864545197,-14.338770076267508,84.97608770884746,160.02216616408867,354.69634067437545,0.00016421536643040536,72.0,57.0,42.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,168.30633855856945,153.23282091416237,-18.250338366225208,87.49829040585666,164.9558175986755,343.7906011352798,0.17795150737965199,73.0,58.0,43.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,175.00767683767455,156.92298016306324,-11.957593230600622,81.74286893417221,163.17035811074393,384.24643929092065,0.6646837253439813,74.0,59.0,44.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,170.67259809016065,157.52765228377547,-3.8266485431002906,77.87509728920347,163.27739788363385,341.46787739606987,0.0019264195932586449,75.0,60.0,45.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,165.47228739009438,156.31257437717585,0.4493051775564396,73.16872922407426,168.8007907339447,379.14427845997164,0.9936714062766098,76.0,61.0,46.0,31.0,16.0,1.0,0.0,0.0,0.0,0.0
2021-06-28,166.3531386770285,163.3634974308817,12.247260941387722,70.90241142245765,173.38012248629232,337.70334474927984,0.012702585520713995,77.0,62.0,47.0,32.0,17.0,2.0,0.0,0.0,0.0,0.0
2021-07-05,157.08794266486478,167.83397982616518,20.58476982347696,67.44725172525423,172.3353056462818,341.3521691624576,0.49176085924123614,78.0,63.0,48.0,33.0,18.0,3.0,0.0,0.0,0.0,0.0
2021-07-12,161.235421479847,159.95501931078823,21.844123676605747,64.97792037398588,167.93691348061657,324.0986211691851,0.00554713732116135,79.0,64.0,49.0,34.0,19.0,4.0,0.0,0.0,0.0,0.0
2021-07-19,152.07291267790825,152.49855994707275,27.204586312681485,69.72734029200872,167.59788888790945,304.92372127659985,0.0003302668669821248,80.0,65.0,50.0,35.0,20.0,5.0,0.0,0.0,0.0,0.0
2021-07-26,147.95191780695882,157.45799633780604,31.980565453341455,78.22120575679803,163.65539442062405,315.76637214843277,0.42268047073399306,81.0,66.0,51.0,36.0,21.0,6.0,0.0,0.0,0.0,0.0
2021-08-02,151.8217291402577,149.9291724719883,32.14016980381355,74.27044417932,177.2360267401574,353.0580920566917,0.9903182924372698,82.0,67.0,52.0,37.0,22.0,7.0,0.0,0.0,0.0,0.0
2021-08-09,151.61281128927675,153.51783987016745,31.26195389414478,74.27168112264653,173.3283526800135,339.6984817856476,0.7407533787275626,83.0,68.0,53.0,38.0,23.0,8.0,0.0,0.0,0.0,0.0
2021-08-16,162.33132753570627,151.48432522142758,36.38387380893553,77.02185051764032,167.6860449026402,342.9782270090392,0.39148694256636507,84.0,69.0,54.0,39.0,24.0,9.0,0.0,0.0,0.0,0.0
2021-08-23,168.57639000011983,140.7692551133686,32.546687085014625,82.87857292674086,174.7681715540801,336.43326924097767,0.042647446635079286,85.0,70.0,55.0,40.0,25.0,10.0,0.0,0.0,0.0,0.0
2021-08-30,171.8701912874518,142.06241136803254,40.72630557289918,80.8779345518381,161.56271827118007,343.0153851272861,0.026138912543627327,86.0,71.0,56.0,41.0,26.0,11.0,0.0,0.0,0.0,0.0
2021-09-06,171.78991203299503,149.8863970285277,38.17080726720243,82.70141530647322,162.9446602208855,386.53979803249746,0.8781174774363922,87.0,72.0,57.0,42.0,27.0,12.0,0.0,0.0,0.0,0.0
2021-09-13,173.1040737904583,150.10390131932695,37.96995360676442,83.08159932994391,168.96495637491915,351.6883876240841,0.06024742113081175,88.0,73.0,58.0,43.0,28.0,13.0,0.0,0.0,0.0,0.0
2021-09-20,175.3823836781484,152.44040966936512,45.81091810062454,81.68946771543575,169.12929815149766,373.23562000305276,0.39366338817926316,89.0,74.0,59.0,44.0,29.0,14.0,0.0,0.0,0.0,0.0
2021-09-27,177.96969982613012,152.57131324041626,61.5075151376059,89.72375598237676,174.02957089523898,400.6630981074978,0.9224000404933129,90.0,75.0,60.0,45.0,30.0,15.0,0.0,0.0,0.0,0.0
2021-10-04,184.2590591217703,159.11136214169824,54.1615637146603,85.1613900740458,170.95487971629507,417.70866628971004,0.9585925114377519,91.0,76.0,61.0,46.0,31.0,16.0,1.0,0.0,0.0,0.0
2021-10-11,179.0319724111563,158.24497691980983,55.266628624223934,89.8796902739306,173.10220750311322,411.84029056688706,0.9846612253248656,92.0,77.0,62.0,47.0,32.0,17.0,2.0,0.0,0.0,0.0
2021-10-18,180.01040474182224,154.14464817257178,56.20198253082945,89.35562109920848,171.18932774489068,383.5739264260348,0.4428665664103744,93.0,78.0,63.0,48.0,33.0,18.0,3.0,0.0,0.0,0.0
2021-10-25,179.40680046910262,150.9565232910151,56.31090188139712,89.2787510206253,168.59645865450443,379.14949877387875,0.43031391467844365,94.0,79.0,64.0,49.0,34.0,19.0,4.0,0.0,0.0,0.0
2021-11-01,172.42776759318755,150.57317997636576,58.19755205432561,77.53211285920248,169.48689340248887,350.5155852696661,0.14450306428936568,95.0,80.0,65.0,50.0,35.0,20.0,5.0,0.0,0.0,0.0
2021-11-08,186.23465651489474,145.03861770747648,58.10989554493245,84.23880481888789,171.2077217153863,400.2746169324956,0.5660903104580044,96.0,81.0,66.0,51.0,36.0,21.0,6.0,0.0,0.0,0.0
2021-11-15,177.9413321631059,150.9007829549597,59.27502712570661,77.40815411445641,161.7845464760124,400.2152671001969,0.9001645196919985,97.0,82.0,67.0,52.0,37.0,22.0,7.0,0.0,0.0,0.0
2021-11-22,173.31802103689006,143.24576029555357,59.92329993133731,75.91458736005775,168.217571939004,395.01685310936875,0.939205216961913,98.0,83.0,68.0,53.0,38.0,23.0,8.0,0.0,0.0,0.0
2021-11-29,173.74161488870905,143.12466996129984,70.05811592808024,79.22575589695212,164.56093641295354,356.7605293647024,0.22724588019655415,99.0,84.0,69.0,54.0,39.0,24.0,9.0,0.0,0.0,0.0
2021-12-06,175.44432774042588,140.89338568423935,68.14500517514435,81.90111551749925,176.72261090855534,363.22454614032705,0.2194838736812982,100.0,85.0,70.0,55.0,40.0,25.0,10.0,0.0,0.0,0.0
2021-12-13,178.1060175554196,142.78852786299154,72.52642069909115,78.17145879950655,186.29017941584212,359.1408405693876,0.05953133634005427,101.0,86.0,71.0,56.0,41.0,26.0,11.0,0.0,0.0,0.0
2021-12-20,162.50790012450761,151.88825996698867,74.39536377828016,81.99023836561855,183.99538600737662,369.270846216233,0.8718538794304702,102.0,87.0,72.0,57.0,42.0,27.0,12.0,0.0,0.0,0.0
2021-12-27,163.58009450339358,155.13050350711345,76.47331681541162,83.37714012019264,181.41327697993734,328.13632645348696,0.029349459451749733,103.0,88.0,73.0,58.0,43.0,28.0,13.0,0.0,0.0,0.0
2022-01-03,154.74214963972793,154.293032401941,70.9929276951056,77.66737767097085,178.24103960644612,330.45399057629174,0.4550551752868243,104.0,89.0,74.0,59.0,44.0,29.0,14.0,0.0,0.0,0.0
2022-01-10,142.77074734755564,157.2313202322914,75.12355488737734,73.60786523823883,184.33645283633842,283.3068683937925,0.008237248173874912,105.0,90.0,75.0,60.0,45.0,30.0,15.0,0.0,0.0,0.0
2022-01-17,143.8166524105959,158.5049702092652,74.15933687242374,69.28077664838482,182.1043133936161,308.8972306188843,0.49030763311750336,106.0,91.0,76.0,61.0,46.0,31.0,16.0,1.0,0.0,0.0
2022-01-24,144.5735536392922,164.74060930190237,76.57291095806796,74.2128295856552,177.12453845081168,321.4032833026215,0.6617430253720256,107.0,92.0,77.0,62.0,47.0,32.0,17.0,2.0,0.0,0.0
2022-01-31,150.6571062367504,163.90099590217167,77.91418665802169,75.11273334631814,187.30934940752798,324.7705831607032,0.4223382679881584,108.0,93.0,78.0,63.0,48.0,33.0,18.0,3.0,0.0,0.0
2022-02-07,150.73544360620295,161.02791224005355,68.74244191531287,75.46910913620808,175.76490409311802,300.8161141442013,0.0001276263225025011,109.0,94.0,79.0,64.0,49.0,34.0,19.0,4.0,0.0,0.0
2022-02-14,149.68717368761202,164.91832475976557,67.67863288797545,78.27888070860722,182.13655468704843,349.9717781398373,0.938787627065775,110.0,95.0,80.0,65.0,50.0,35.0,20.0,5.0,0.0,0.0
2022-02-21,145.3930306476758,164.39781244672525,73.22188139948673,70.885165510218,182.86656352339094,307.1420214524966,0.36212229430223936,111.0,96.0,81.0,66.0,51.0,36.0,21.0,6.0,0.0,0.0
2022-02-28,134.2317219429342,165.36322014853357,78.62584736118056,69.7880155206169,183.13266559229697,308.6695482449727,0.8651418748805626,112.0,97.0,82.0,67.0,52.0,37.0,22.0,7.0,0.0,0.0
2022-03-07,133.9822761664347,169.5223080252621,82.4038824609306,67.07113964824397,178.76411388558662,271.5605005691443,0.1053377873597553,113.0,98.0,83.0,68.0,53.0,38.0,23.0,8.0,0.0,0.0
2022-03-14,143.34058986832196,172.9897609183974,79.14882081680918,74.27593045927158,173.0480464122187,287.45381767275563,3.420508861584813e-06,114.0,99.0,84.0,69.0,54.0,39.0,24.0,9.0,0.0,0.0
2022-03-21,137.7382002500189,169.38695511706845,79.29731998755508,71.32975678932888,177.804485809881,318.0708321624015,0.7789836593924717,115.0,100.0,85.0,70.0,55.0,40.0,25.0,10.0,0.0,0.0
2022-03-28,132.711677854488,166.73394069196814,86.70625438301752,70.7430666557375,175.21733253985806,274.64807987886525,0.16673303413023674,116.0,101.0,86.0,71.0,56.0,41.0,26.0,11.0,0.0,0.0
2022-04-04,124.25442258706065,164.0768913436163,79.89559440370971,72.68638822743061,180.24905617118134,261.8935399612949,0.340910027019137,117.0,102.0,87.0,72.0,57.0,42.0,27.0,12.0,0.0,0.0
2022-04-11,117.86862154917984,168.02687777441426,89.2390027725915,69.15853695121646,181.44393823704257,234.05357161738877,0.000368488907435106,118.0,103.0,88.0,73.0,58.0,43.0,28.0,13.0,0.0,0.0
2022-04-18,115.56492986256315,172.6906088751918,82.43331703833861,71.75082357797012,184.5159103315941,270.32017790275853,0.860334264259909,119.0,104.0,89.0,74.0,59.0,44.0,29.0,14.0,0.0,0.0
2022-04-25,115.80941476767084,174.6892686963028,82.9215955417157,63.711542463518796,182.80223379489485,230.69353849075645,0.012806193601018093,120.0,105.0,90.0,75.0,60.0,45.0,30.0,15.0,0.0,0.0
2022-05-02,116.4071904476567,181.2677687471056,88.13873454712025,68.57874462965016,190.15806312914452,235.22583902463083,0.09353023370474457,121.0,106.0,91.0,76.0,61.0,46.0,31.0,16.0,1.0,0.0
2022-05-09,125.07139663822078,179.7707594667898,86.02797245793822,65.58295518836509,203.19760420565373,292.9957970479186,0.8939363610126394,122.0,107.0,92.0,77.0,62.0,47.0,32.0,17.0,2.0,0.0
2022-05-16,125.56673748531726,171.85068006233223,89.22602779701393,58.48441082179009,211.07424378388367,298.45488184682307,0.9551429300386098,123.0,108.0,93.0,78.0,63.0,48.0,33.0,18.0,3.0,0.0
2022-05-23,131.46729009769177,164.2162292327244,90.29058655691081,52.92693352966424,213.90034023101282,307.66178651172993,0.912619383797443,124.0,109.0,94.0,79.0,64.0,49.0,34.0,19.0,4.0,0.0
2022-05-30,128.04362608423622,170.03096979749037,83.48588441513455,58.696930918287705,212.54252163577013,303.181922588629,0.9845337728226823,125.0,110.0,95.0,80.0,65.0,50.0,35.0,20.0,5.0,0.0
2022-06-06,124.01464039865583,171.74366077791825,87.86486820941036,59.30290787568914,194.38698994738763,297.89577586229814,0.9767844356867162,126.0,111.0,96.0,81.0,66.0,51.0,36.0,21.0,6.0,0.0
2022-06-13,125.71392617865997,176.8103572163629,80.95625732534347,66.20226224493513,191.48475147975887,254.08992384361386,0.0017418881007562005,127.0,112.0,97.0,82.0,67.0,52.0,37.0,22.0,7.0,0.0
2022-06-20,130.51597091916153,174.4914224546834,75.97726053773401,64.27623868895972,192.12560181243217,283.75811231630536,0.46883332802147,128.0,113.0,98.0,83.0,68.0,53.0,38.0,23.0,8.0,0.0
2022-06-27,133.83413803984578,172.61418943237607,81.18248225542526,72.07469853524807,201.29805136103658,270.6223873866469,0.05661274155996667,129.0,114.0,99.0,84.0,69.0,54.0,39.0,24.0,9.0,0.0
2022-07-04,138.44052599569665,177.35909144401163,79.77782615018464,69.83396207326413,200.16119818164762,324.29501837389864,0.9216126231028747,130.0,115.0,100.0,85.0,70.0,55.0,40.0,25.0,10.0,0.0
2022-07-11,139.99355188979845,188.13518079648333,77.21147230238789,76.83454552228369,202.74615341438033,326.9984950753401,0.9418937788990467,131.0,116.0,101.0,86.0,71.0,56.0,41.0,26.0,11.0,0.0
2022-07-18,137.00746190900267,181.3253185634029,84.34163097608965,63.7330889623259,199.8238493619719,321.1372384459759,0.9008815573603156,132.0,117.0,102.0,87.0,72.0,57.0,42.0,27.0,12.0,0.0
