Period,CPI,Competitor Factor,Industrial Production,GDP,Exports,Intrest Rate,Unemployment Rate,Consumer Confidence,Consumer Spending,Inflation Rate,Population,Sales,Media Transformed,competitive_media,industry_trend,spline0,spline10,spline20,spline30,spline40,spline50,spline60,spline70,spline80,spline90,spline100,spline110,spline120,spline130,spline140
2020-07-27,120.13335844496551,120.46698063897081,70.3321480562572,108.92755030478152,86.91176528896698,87.84188794373343,134.6968507786264,60.279835507585744,36.270794198175565,135.43216490879578,145.57697500330167,234.85725699558893,0.008563148180230209,44.47943895282656,491.4033009587525,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,119.11451238227606,124.39933929188442,74.34433300870579,102.59796949453253,84.54580480959346,85.43344046271241,130.0712257374881,50.641293863278165,39.074893616290026,141.27851967772747,148.67619211934098,254.6485965178237,0.006063876491058478,8.619835499450005,504.22949267547654,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,116.6125640272173,124.02351265069542,70.55485315506459,105.63613072742673,88.80390400690294,81.97555609256393,133.53486640544185,56.850643482276624,39.28639021977658,143.11572536592013,151.58979895032192,235.06928239267026,3.3691259459131747e-09,59.63537779090037,506.35712083227327,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,115.69914885542563,129.29381221123003,69.90995933015056,96.56678654772139,104.5776213920401,76.06613253466148,126.415716370428,58.87976789004825,36.76620219746802,140.9039593079774,149.1511621462171,233.50036199951418,0.011928325087320935,63.84572772290797,517.2987517889699,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,120.90127124739084,123.14232887753732,81.73402746966812,102.77463121847688,111.51163071637926,86.69643997295965,121.20227619912448,59.89390236542436,34.179883487588114,153.34360744272576,148.75930427192532,306.4424621371094,0.9318672978141381,37.67805023148,564.8183244018579,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,122.30051188654517,123.41646945833054,90.90224292673986,95.0914644599964,119.12701197705088,97.5996562560954,124.09425284215473,63.34080001479108,31.03328615908849,150.0918261117032,152.97296320810307,239.54770122352028,0.004677803449832783,262.7480557807907,541.8602405300379,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-07,119.93379354180468,121.15861186594219,89.59594731274626,91.34577827459447,113.90768631258192,96.73464706512193,128.51434110398745,69.18339401985236,20.5815611229566,150.66890074539606,148.20306751152992,229.6507119263714,0.597482415761061,58.814978010254386,494.8155238738974,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,124.38596066589164,125.25545202555962,82.40928200356024,91.07687809960693,108.79011673642462,95.99190957482493,124.32022491410258,64.55334238436961,23.94753212357874,154.25163987570127,146.80795969343268,243.22058460220032,0.016556457553079915,121.84526424595508,537.2449674915918,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,124.94531696817722,124.85165383383732,76.63603169959146,90.85713105803538,106.00372376720497,93.33637811558991,120.60951413206844,66.81618358181903,32.08400024825194,159.75455784726208,151.91322195257706,271.7168756224799,0.006590114590191245,5.3041773544168285,521.7187889406873,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,129.77941549479803,119.01879352114189,78.5401559501133,87.48409231844936,106.44470514248911,94.3976628008332,123.87390438880963,65.19055031480282,42.19050453437964,163.8412978088675,151.91434652241333,264.82646189236175,0.00041102125491474444,112.79306490343369,544.4689471562783,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,127.70277684207747,117.66823088572902,77.26553995712668,87.97203193533484,107.30696463497655,88.35601477314513,124.8579446135916,65.37128957695236,36.2244291889903,169.68807901385262,150.8779076763654,304.1350624481463,0.5584897732052984,94.81197886872552,576.3777230669325,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,130.35400250263277,119.29831354921032,71.45455666151216,89.86326538611473,107.94368620107427,93.8085613172371,119.86038214807196,63.54188842136371,37.85112440228937,178.15277317386352,150.24063762991622,257.41356204906106,0.13116812514000362,45.96400338608274,512.39251809453,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,128.9866854108049,125.83004328458948,79.1465825491428,76.58842079215998,100.53384484430467,86.64253402995303,118.76065496682473,68.16089092362961,37.48988933607544,178.6217212453966,152.38694968600197,270.6269254581688,0.048367710304172105,23.855771281523126,527.7996581591192,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,127.38962743100801,131.86923100569112,83.14358166584068,78.30836621324943,108.76312697423037,87.90339282523414,112.09952408631318,62.665494535351414,32.03506980889037,180.3042718206191,159.9939175610213,277.87184108315273,0.11628963099022648,26.685662401694373,548.3527103400226,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,130.33943808469363,135.73419221734304,89.04592990579593,73.66985776940268,107.3388408640519,91.09251452129173,115.62941893946557,65.54230556609977,34.419440980806684,169.05358527007675,164.9484694167004,271.0356465898422,0.007327086264696285,71.71343303359718,571.1606290723918,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,125.54057499643933,131.8926420312154,94.75806374560332,67.8877873288341,103.58001063650579,95.54111934385455,121.57250817013207,70.34867665380918,29.42430067772773,170.82918825389413,164.28664037050487,245.37115880993184,9.248561965707549e-08,34.91982205428251,519.846014313492,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,120.0241701169285,140.57918958968503,101.26674634436478,65.70313180240993,111.59851718745482,85.94387062211106,129.26080951512847,73.71541474151871,37.44028988584783,165.43131122248124,164.23383883441613,284.30593745896687,0.9521715972898187,36.95833673025659,577.1873995820482,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,129.49229263635831,147.03921534313798,109.734274885719,68.10291908110513,114.85258063465491,82.1375779816841,125.22758363367873,69.8668487831832,37.67242396452849,169.97529635902805,161.15928897059575,261.5758818606785,0.0007725610066935771,180.0001568285103,606.7785860803752,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,129.3874682469968,148.63958612249877,106.89735277378894,63.76343079615659,118.7805203532489,78.95474136554682,117.33038749431913,73.64155624983141,36.690256661679165,168.6260442081092,162.3381194361824,298.0569691421945,0.7213140994049174,102.00594493736736,634.2821476469472,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,137.9621459716502,147.02643041031547,105.22870225927439,73.26462728838939,116.20551152336029,79.54803085983974,122.89689925398596,75.10340426935963,33.85530149040149,172.53031960206727,163.1276831758995,276.7495769331666,0.2715233238093303,50.84766137514502,589.6964600100858,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,138.37655779892324,148.04451793073952,101.60805992785221,61.111211386810396,113.39089728215245,80.10831245639454,118.85645252270768,70.92518629550234,28.537771545168326,167.50815826506144,163.06908041496783,282.802198737154,0.008087414916955945,183.14431276326619,630.2742513022225,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,140.00073464091935,149.08106878674914,101.62916631964688,64.042963634611,113.15142049795818,76.9100856429589,125.04434090462847,65.77176137090493,23.847303585437686,169.77731620306093,171.0756736874024,247.09488969190932,0.1991373328207618,18.955356412746166,548.8595057939052,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,134.07712302487354,142.1660234865428,100.97978126528096,70.11889547759664,109.55978403460371,72.41299265246992,130.43096325131685,61.17360636681821,23.1910058830084,165.37971754956857,177.04953401109952,279.04305269119135,0.681409298362581,41.94139354380663,577.6686639953361,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,134.13509207248373,133.240325636055,103.23382730580232,81.59121349490474,113.3408445196861,65.7546220097968,124.21855757425328,62.90614025960405,26.403041601770482,170.0246233162016,179.14707303771698,252.95083141227465,0.005578897938513464,3.105971804168033,519.534208488618,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,133.79563388521962,140.173890264651,105.718975930036,70.23632002096548,113.88236759245648,67.97954820217936,125.50954434846334,60.28686917379979,25.83787743056004,167.5081701938289,179.27200511199783,278.75384714021226,0.2490466602849821,138.89718960554526,605.5568917257235,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,143.5020837575892,140.7573492033215,102.32943075244457,70.31880771873298,124.50329729310272,75.90461140897263,123.84237035037583,69.88605609251226,26.328837226738713,168.67614700481602,176.70263256725616,324.65088389707284,0.9257932284338839,61.185863860732944,630.1414122427674,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,140.12384404574397,142.59702330230175,106.03896037313619,70.81805757508783,120.1264559797371,72.53124170515582,126.71424833726061,69.6222619550164,36.08700145677226,168.0678113994293,181.2522621677131,282.8737561068947,0.0002654880292460733,14.90378245393791,570.3471056264875,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,138.13339969763268,138.7104184949994,107.96330059125683,74.40171332714948,123.90254821785622,73.9915295921736,116.03992335888341,67.48472224921721,32.62456200975812,166.1655251925124,185.72199843302877,309.58105821131664,0.16932473824116712,6.816833536474082,587.4935055865523,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,138.12754907252182,139.78416136791185,115.5783461428305,66.92010585900209,120.40647770163986,73.50321384839822,122.10826514689008,66.56535582438791,24.825990912530614,173.78228211236322,186.85755382397775,310.8111851884028,0.9398932993716922,29.873637547072097,598.5953258991744,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,139.74629537541597,144.86394585733262,111.43104826975119,67.50455484306326,123.09273888089508,76.11351208757613,129.13984663895673,77.9910518929602,29.319048339386455,171.80381132712589,187.14490214137032,283.00104395194904,0.0015575565742124563,15.504693429997623,575.1880590209298,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,142.06233247725268,138.45063396830284,104.87329347614669,65.82185441534529,120.4476506032553,88.12969117165409,126.47103051826682,83.03878398373314,27.899535127163944,177.36314061449525,194.8835837600878,354.97572286933894,0.9413631889939652,131.50782029098386,677.1514145492456,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,139.53553479664131,137.19023651733772,105.24433377350059,62.16255815302994,119.3925526424666,79.55249285077929,122.27233487059344,78.29424117202376,30.584317671975313,178.0363920414398,202.96550953835526,273.04695025402697,0.179362150014117,7.9453382402260715,548.0933196466787,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,137.70861252659057,133.83184505088673,105.20639491336131,65.36787676400701,123.4662734877946,72.85541928846993,120.44363894207254,74.95932365633851,26.51416322224945,177.8122190003094,206.17073889197175,261.1775717453701,0.1464433065303181,69.72730730626735,556.6582445412766,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,143.0734767515463,137.03979011258048,102.14764216400417,67.90070535039749,119.88988149650544,68.09674656883233,116.26095957092585,75.90737467644456,25.476558817222468,177.81187343456713,206.98464051127192,307.1819001021107,0.011843017148600445,18.48044636577798,584.6959094723059,62.0,52.0,42.0,32.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,146.21549071939552,134.48739708866663,99.42848656394119,67.28953692673687,117.59335094145126,66.00139123291964,120.2475657887432,80.17990583656106,30.030163892774993,180.33518983053318,203.75142343844252,306.21404516556714,0.07521637164504456,87.92152746564932,609.917774397396,63.0,53.0,43.0,33.0,23.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,134.92615043975178,138.4002600073831,97.8328530159528,69.37599994669935,120.93710289874487,64.93522680321158,124.43171078676858,74.52442091491554,28.062260376131007,184.8192524888887,200.3626496346071,283.4920280151505,0.06856718952572718,25.769894866185542,566.628164922289,64.0,54.0,44.0,34.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,132.14796089034758,136.62667150493792,104.19229344244872,65.64146487567663,123.94075703975192,59.05393459048324,128.98256820720974,75.00696903221507,23.394695670589044,187.04122950951924,207.4057114801255,310.1207543273021,0.9960042068210903,250.69704172571446,638.4452197072961,65.0,55.0,45.0,35.0,25.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,129.17574192746,133.15604004789063,107.02513238159816,65.16555807060412,124.6485243198051,58.6030879496665,129.4164560346018,69.10458379312692,24.18144080441283,187.55995088368755,209.24272865120787,272.86527076475255,0.0155952011322435,129.30760266440186,584.0736090354981,66.0,56.0,46.0,36.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,124.02262137883157,134.89350008998025,113.27697609642446,59.50161057123991,132.27895108255353,60.307198255263586,128.13756953443044,69.67112569890868,21.59320219920184,191.41292738883106,206.18980121513115,253.04390859840925,0.002233150188707326,20.915965254080856,527.1606000154521,67.0,57.0,47.0,37.0,27.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,125.36894164279289,130.17238612055093,103.31267938714994,55.15647078079028,136.8980876734637,63.86199774851923,136.52290980002374,67.50967635704873,26.375504771298438,189.24503386029954,208.62242389636754,257.5742310790768,0.12168613971128273,86.90792377909837,552.3081118783783,68.0,58.0,48.0,38.0,28.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,130.37086173754028,124.8745257958046,96.10340484516743,50.449398303788236,123.97372981791588,62.35242683975192,136.89633464368035,64.48858750219017,21.558401744024778,189.04841433993835,210.71559463733317,250.08722065059436,0.0007615472795357363,59.96848343758505,523.2359052204926,69.0,59.0,49.0,39.0,29.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,132.00639248887776,134.6885396460329,89.73667287480559,56.726665738098276,119.77754163383155,64.02754335315106,144.04528630714097,68.41569374567884,24.433437834701195,195.97975913082314,205.29132233029716,266.03350598518426,0.0672061308575248,49.23578008425308,553.4807547804063,70.0,60.0,50.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,121.81739400382835,131.17703939060237,98.37714912052357,57.15642592498207,121.11179104447069,67.22418918691186,145.55661221655012,75.21393540731471,27.46641567050567,198.85434165312645,205.8163661199809,234.1049740493336,3.021599255712202e-08,280.5685304707514,552.457568441811,71.0,61.0,51.0,41.0,31.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
