Period,CPI,CCI,Unemployment,GDP,Competitive,Sales,Media Transformed,spline0,spline15,spline30,spline45,spline60,spline75,spline90,spline105,spline120,spline135
2021-11-22,174.35908854426972,1.8605155855928501,116.03821925449122,126.48029422962388,82.9219952215453,397.2693884446303,0.9906750118243306,98.0,83.0,68.0,53.0,38.0,23.0,8.0,0.0,0.0,0.0
2021-11-29,175.41546739613293,3.9967923225352564,115.46485003336794,126.81675092423946,78.46783216474401,354.4688391972234,0.07023946287043403,99.0,84.0,69.0,54.0,39.0,24.0,9.0,0.0,0.0,0.0
2021-12-06,178.02621902207713,-4.196243169212863,122.36032137450107,119.88837155486328,79.60427652720523,401.361370931644,0.976279726169882,100.0,85.0,70.0,55.0,40.0,25.0,10.0,0.0,0.0,0.0
2021-12-13,176.28265720366406,-5.046857888684357,135.06026144874335,120.64540542270315,80.77017174835558,394.3041866084183,0.8599683334983192,101.0,86.0,71.0,56.0,41.0,26.0,11.0,0.0,0.0,0.0
2021-12-20,177.80589785785872,-11.020653063394462,135.678131685571,115.62178071969228,77.5737123043294,372.60491835446624,0.3474374843924928,102.0,87.0,72.0,57.0,42.0,27.0,12.0,0.0,0.0,0.0
2021-12-27,188.15216108570593,-14.28100204651544,139.81370907659434,116.28831189472128,84.62037889359381,374.27321494193313,8.405095670599245e-06,103.0,88.0,73.0,58.0,43.0,28.0,13.0,0.0,0.0,0.0
2022-01-03,182.66353218532015,-18.107592362353827,133.6858379647553,117.79989828479148,84.36217878499224,410.1602465196154,0.9667359159794876,104.0,89.0,74.0,59.0,44.0,29.0,14.0,0.0,0.0,0.0
2022-01-10,184.53716058666078,-28.2294587627799,127.8607844822377,121.85540476165812,85.98446419292841,397.47291141874433,0.5900808679468597,105.0,90.0,75.0,60.0,45.0,30.0,15.0,0.0,0.0,0.0
2022-01-17,184.3338738644668,-32.1694687045466,124.52940054450488,121.30605852230762,82.67727459466553,384.9363126604933,0.39270735921250216,106.0,91.0,76.0,61.0,46.0,31.0,16.0,1.0,0.0,0.0
2022-01-24,188.60917275909355,-37.19574780190129,123.47733126413866,120.00222359633672,81.48251903798926,404.58868843706017,0.6144807463694474,107.0,92.0,77.0,62.0,47.0,32.0,17.0,2.0,0.0,0.0
2022-01-31,188.32633194922656,-37.89081183061296,129.4477578746369,125.93671639532684,78.99463434417197,375.2102682183081,0.0005814206194356996,108.0,93.0,78.0,63.0,48.0,33.0,18.0,3.0,0.0,0.0
2022-02-07,186.73099179659266,-33.12195412535755,122.11652200719021,128.52969123518116,74.96839878620126,418.3642456947156,0.9280320253062166,109.0,94.0,79.0,64.0,49.0,34.0,19.0,4.0,0.0,0.0
2022-02-14,183.4278399186021,-35.23583220159003,120.35797983008456,129.80154711292474,72.07004574462124,402.0881246670549,0.765218906527221,110.0,95.0,80.0,65.0,50.0,35.0,20.0,5.0,0.0,0.0
2022-02-21,189.15650527481532,-32.98289449722961,110.88538362145599,125.50667172808888,76.96269986676306,421.4056025865883,0.9024609780743328,111.0,96.0,81.0,66.0,51.0,36.0,21.0,6.0,0.0,0.0
2022-02-28,186.61803713995118,-34.1423645618037,115.76107803601242,122.74969754066916,74.38647522290603,375.2422583032864,3.009768952555558e-07,112.0,97.0,82.0,67.0,52.0,37.0,22.0,7.0,0.0,0.0
2022-03-07,176.76817988071647,-39.10319609091255,125.40110031443604,130.36797388992576,80.44966058774055,400.6414793067853,0.9352515210935998,113.0,98.0,83.0,68.0,53.0,38.0,23.0,8.0,0.0,0.0
2022-03-14,171.578791808746,-41.92312670696643,124.31576791358899,137.05082266306388,74.78549183983957,394.4538805366276,0.9904746121415615,114.0,99.0,84.0,69.0,54.0,39.0,24.0,9.0,0.0,0.0
2022-03-21,181.57034869586107,-45.72978992075974,122.38759026923965,138.57326621429988,77.75749028890604,405.1503212685509,0.7498849793401736,115.0,100.0,85.0,70.0,55.0,40.0,25.0,10.0,0.0,0.0
2022-03-28,178.17523641248562,-44.55473593929156,123.64149557480141,139.14093165497638,79.56328003297413,405.0486872015458,0.9755792351612632,116.0,101.0,86.0,71.0,56.0,41.0,26.0,11.0,0.0,0.0
2022-04-04,175.90923603149804,-39.195984358916974,117.716745922782,140.28466799647327,76.69591093036134,382.140007785141,0.6188069147221783,117.0,102.0,87.0,72.0,57.0,42.0,27.0,12.0,0.0,0.0
2022-04-11,175.42817542912576,-32.79669315499382,115.64990346943962,137.84078553368897,68.37360388835643,398.920800269021,0.9905511462109152,118.0,103.0,88.0,73.0,58.0,43.0,28.0,13.0,0.0,0.0
2022-04-18,181.71903285150188,-24.105088240126562,113.81592981672975,140.30750157091984,65.53885764223429,364.52926756614625,0.008888477055519515,119.0,104.0,89.0,74.0,59.0,44.0,29.0,14.0,0.0,0.0
2022-04-25,174.72809701823437,-18.451028464353058,114.42170453712706,139.31314891813975,70.22480790238464,397.1130654092829,0.9697128347266559,120.0,105.0,90.0,75.0,60.0,45.0,30.0,15.0,0.0,0.0
2022-05-02,172.49873359629993,-19.75332069309779,119.0409951330939,136.63231988580645,65.48607088663542,343.97107941861594,0.0007181688946219265,121.0,106.0,91.0,76.0,61.0,46.0,31.0,16.0,1.0,0.0
2022-05-09,176.87879054624952,-18.49229569054755,109.73280043210023,142.18327360484687,57.68258736275341,355.19593601471104,0.0003462003191720704,122.0,107.0,92.0,77.0,62.0,47.0,32.0,17.0,2.0,0.0
2022-05-16,179.93396975080236,-18.67626852197789,113.29625492659487,150.5335406564949,47.19787763843962,367.3915198804146,0.13522680698018413,123.0,108.0,93.0,78.0,63.0,48.0,33.0,18.0,3.0,0.0
2022-05-23,178.05295072257675,-14.696969237097122,119.32906371198794,147.7451363860634,53.78165586481537,395.5766158940244,0.7939295195172406,124.0,109.0,94.0,79.0,64.0,49.0,34.0,19.0,4.0,0.0
2022-05-30,182.68399943671736,-14.107826260238411,123.286380488209,156.931734476626,53.048179757442504,366.0812895848978,0.005987563868973122,125.0,110.0,95.0,80.0,65.0,50.0,35.0,20.0,5.0,0.0
2022-06-06,178.30030899874976,-16.51188591362201,121.18690686110428,151.81161009448346,54.817861451500136,358.6073268313922,0.00048493767392259975,126.0,111.0,96.0,81.0,66.0,51.0,36.0,21.0,6.0,0.0
2022-06-13,173.8062318573471,-17.58619172370635,124.21386731477344,147.17535118081696,59.574317842667305,350.76176749746173,0.029629968726703985,127.0,112.0,97.0,82.0,67.0,52.0,37.0,22.0,7.0,0.0
2022-06-20,173.0772717238895,-12.747401203388861,125.83059704834238,149.64084586923516,64.20992761317376,395.73416290540507,0.9397276603965323,128.0,113.0,98.0,83.0,68.0,53.0,38.0,23.0,8.0,0.0
2022-06-27,177.2376172543808,-15.342014727740079,132.90930518931407,146.79174689194474,73.01449775390958,380.08558114384493,0.43760543586540956,129.0,114.0,99.0,84.0,69.0,54.0,39.0,24.0,9.0,0.0
2022-07-04,177.75815394913153,-9.700906609479645,150.72109023722683,143.07948891770405,81.55995248356989,365.0893686654718,0.13251334287458563,130.0,115.0,100.0,85.0,70.0,55.0,40.0,25.0,10.0,0.0
2022-07-11,177.65940061870103,-7.000634003711525,156.35321224825216,143.74729049072167,84.39153032286646,375.5330697667412,0.4164832374655677,131.0,116.0,101.0,86.0,71.0,56.0,41.0,26.0,11.0,0.0
